Name,Surname,CNP,ClientID,Password
Cristina,Dragomir,2670522342596,1236,620202
Eugen,Oprea,1841122198521,1237,191946
Dragos,Gheorghe,1950210287791,1238,982108
Victor,Dumitru,1690620196235,1239,726651
Gabriela,Popescu,2770528381123,1240,486725
Daniela,Dumitru,2880212295133,1241,891233
Daniel,Dumitrache,1921128218671,1242,401622
Elena,Radu,2670930020900,1243,632383
Viorica,Stoica,2890801058909,1244,684338
Ioana,Constantin,6030924219775,1245,953559
Valentin,Gheorghe,5041015277929,1246,799981
Valentin,Dinu,1640610023166,1247,345462
Gabriela,Gheorghe,2670729091403,1248,626547
Gabriel,Georgescu,1550927081681,1249,358372
Ion,Constantin,1771213364465,1250,904372
Octavian,Popescu,1690613098296,1251,468683
George,Georgescu,1750304209531,1252,094364
Liliana,Dumitru,6040117209501,1253,232117
Mihaela,Constantin,6000531261660,1254,903117
Gabriel,Dinu,5040425118155,1255,149234
Laura,Dumitrache,2700120426437,1256,837487
Corina,Popescu,2870819025638,1257,407527
Gabriel,Dobre,1800831065514,1258,170883
Iulian,Ionescu,1571023302527,1259,639291
Cristina,Mihai,2751122156192,1260,150657
Elena,Popa,2870503236465,1261,740383
Gabriel,Mihai,1840606169252,1262,014769
Gabriel,Stoica,5040313170600,1263,661548
Dragos,Dobre,1800224206483,1264,631457
Adrian,Vasile,1981004082201,1265,108861
Daniela,Oprea,2910412265912,1266,352744
Dragos,Stancu,1691030042591,1267,180633
Simona,Barbu,2770412130243,1268,894314
Adrian,Stoica,1830508166391,1269,217148
Maria,Stoica,2650421352971,1270,766046
Laura,Ionita,2960623385977,1271,819537
Daniela,Dragomir,2961021234804,1272,654920
Ioana,Ionescu,2790617111096,1273,706231
Doru,Constantin,1581230238528,1274,154019
Laura,Dumitru,2760110017533,1275,786029
Dragos,Barbu,5031003162638,1276,257693
Eugen,Barbu,1880102042182,1277,537897
Mihai,Dragomir,1980330020031,1278,962067
Iulia,Popescu,2750911186071,1279,244103
Florin,Stancu,1881130421290,1280,100268
Dragos,Gheorghe,1940816300584,1281,988330
Doru,Ionescu,5040403312894,1282,618967
Cristian,Dobre,5030117389086,1283,645309
Florin,Oprea,1780218387685,1284,949150
Ion,Dumitru,1570426299370,1285,325969
Elena,Popescu,2550909183192,1286,203987
Gabriela,Popa,2800909285535,1287,690353
Catalin,Radu,1680925125124,1288,227652
Alina,Dragomir,2730414193480,1289,965001
Laura,Ionescu,2981029104240,1290,874596
Adrian,Constantin,1570613427088,1291,660938
Stefan,Popa,1851011311841,1292,760225
Raluca,Gheorghe,2900524060988,1293,019180
Marius,Dumitrache,1770325240147,1294,930940
Iulian,Gheorghe,1650214173452,1295,782157
Raluca,Dinu,2660909417111,1296,243630
Ana,Dumitrache,2730109133062,1297,119847
Valentin,Popa,5021022237859,1298,039414
Octavian,Dragomir,1650603065370,1299,874259
Gabriela,Dinu,2760120308414,1300,242307
Octavian,Mihai,1560715268961,1301,596602
Florin,Popescu,5030731403360,1302,451138
Eugen,Popescu,1850916320429,1303,203701
Ion,Dobre,1590423072866,1304,864395
Ion,Ionita,1880717256830,1305,201422
Adrian,Georgescu,1980126259833,1306,009177
Elena,Popa,2830110032100,1307,634302
Roxana,Radu,2920702353426,1308,805791
Florin,Dumitru,1720202227977,1309,203599
Diana,Mihai,2560101271986,1310,992363
Mihai,Dragomir,1700802259812,1311,673032
Stefan,Vasile,1600810092856,1312,450920
Doru,Popa,1900116044554,1313,781143
Diana,Stoica,2910417423605,1314,984522
Eugen,Stancu,1591223419816,1315,808973
Elena,Vasile,2691016362851,1316,281570
Alexandru,Georgescu,1550822428059,1317,591970
Florin,Popa,1730406142001,1318,890399
Liliana,Constantin,2550217025547,1319,604224
Marius,Gheorghe,1891212197711,1320,187059
Daniela,Oprea,2670315089485,1321,294938
Elena,Dumitru,2780323295261,1322,021993
Octavian,Dinu,1671210388323,1323,632672
Iulia,Stoica,2710627141848,1324,932475
Stefan,Ionita,1980702012330,1325,653209
Elena,Stancu,2680207177782,1326,033421
Adrian,Dumitrache,1780209037885,1327,011911
Simona,Radu,2780906057151,1328,562974
Gabriel,Dumitru,1800713065451,1329,551798
Dragos,Ionescu,5021107046878,1330,791363
Daniela,Dumitru,2820401256320,1331,193364
Liliana,Gheorghe,2830816045279,1332,766375
Elena,Oprea,6020106340959,1333,466078
Ana,Constantin,2860322208021,1334,111463
Catalin,Dobre,1860125157098,1335,911858
Elena,Gheorghe,6000528122259,1336,686266
Stefan,Dinu,1840303287701,1337,848341
Ioana,Dumitru,2860624030351,1338,622572
Iulian,Oprea,1610723058979,1339,875983
Elena,Dumitrache,2910219357683,1340,749619
Roxana,Dumitrache,6020322391807,1341,475550
Raluca,Tudor,2940827393307,1342,445333
Elena,Radu,2590926379301,1343,880067
Cristian,Georgescu,1600324226980,1344,544586
Raluca,Ionita,2581205295357,1345,461429
Mihaela,Barbu,2741103132661,1346,358060
Octavian,Ionita,1650720411566,1347,758919
Cristian,Tudor,5011216228831,1348,090186
Alina,Dumitru,2610925292516,1349,983078
Roxana,Dragomir,2701130189711,1350,269660
Dragos,Mihai,1761202313778,1351,767523
Ion,Dumitru,1690911051214,1352,890378
George,Georgescu,1600914161560,1353,773873
Victor,Dinu,1710215038278,1354,938554
Florin,Dobre,1640801213461,1355,259863
Laura,Dragomir,2810301118580,1356,167991
Liliana,Dumitru,2900910314454,1357,314732
Corina,Georgescu,2890608414400,1358,984656
Octavian,Ionescu,1700517051999,1359,131659
Dragos,Radu,1690703210872,1360,290223
Viorica,Vasile,2830520186483,1361,643650
Florin,Mihai,5001214415199,1362,622477
Adrian,Georgescu,1930102183011,1363,334143
George,Popescu,1560320057401,1364,889296
Cristian,Dumitru,1880408105340,1365,242861
Laura,Ionescu,2690313335240,1366,788844
Adrian,Dragomir,1760914342108,1367,958696
Daniela,Georgescu,2730706337185,1368,206070
Daniel,Gheorghe,1740815132243,1369,189813
Roxana,Dumitrache,2600219339490,1370,931563
Dragos,Popa,1830808203257,1371,968441
Cristian,Georgescu,1720418108100,1372,336175
Maria,Stancu,2600220050744,1373,898803
Alina,Mihai,2790322393311,1374,793246
Diana,Dinu,2980214014726,1375,188101
Iulia,Popescu,2550228260720,1376,303358
Florin,Dumitru,1840405292627,1377,406052
Raluca,Vasile,6020324233226,1378,113366
Diana,Dobre,2840223114451,1379,827199
Alexandru,Georgescu,1550102053663,1380,164039
Mihai,Dumitrache,1920607287365,1381,096693
Liliana,Oprea,2611206095296,1382,896803
Alexandru,Stoica,1700612243820,1383,431200
Gabriel,Gheorghe,1561103260991,1384,030155
Raluca,Vasile,6021011012091,1385,197606
Valentin,Stoica,1930211408272,1386,806246
Alina,Constantin,2870220134004,1387,003617
Elena,Barbu,2660922293393,1388,802454
Adrian,Stancu,1670707242610,1389,306957
Mihaela,Oprea,2591112218815,1390,345226
Mihai,Dumitru,1950727275507,1391,523942
Cristian,Gheorghe,1751225303077,1392,667389
Laura,Radu,2830222010221,1393,005750
Dragos,Tudor,1970523106781,1394,978092
Corina,Vasile,2950818167528,1395,845284
Daniel,Barbu,1580523362931,1396,054770
Valentin,Ionescu,5020801134159,1397,926316
Maria,Gheorghe,6031110161921,1398,297729
Valentin,Georgescu,1780302170223,1399,735020
Maria,Georgescu,2850719290276,1400,722471
Stefan,Mihai,1610913056934,1401,674044
Mihai,Stoica,1931120173811,1402,054403
Octavian,Dumitrache,1730512323864,1403,810095
Adrian,Stancu,1590916325405,1404,191904
Cristina,Constantin,2940217295974,1405,422772
Stefan,Stancu,1780213127961,1406,448847
Viorica,Popescu,2670425068779,1407,577795
Marius,Tudor,1861013306642,1408,800716
Elena,Barbu,2771220010821,1409,479444
Doru,Dobre,5000911117891,1410,199633
Ioana,Ionescu,2910817124659,1411,970228
Iulian,Tudor,5040928418691,1412,081580
Eugen,Dumitru,1941207061603,1413,817583
Cristina,Dobre,2901126146980,1414,973709
Simona,Stoica,2850421292491,1415,196977
Gabriel,Gheorghe,1950512103034,1416,867697
Corina,Popescu,2750825422130,1417,645163
Daniel,Georgescu,1891130289618,1418,232089
Simona,Stoica,2921205067794,1419,199298
Marius,Mihai,1650318024917,1420,016132
Mihaela,Popescu,2601118056669,1421,065120
Roxana,Ionita,6040817391463,1422,764308
Diana,Constantin,2820410332289,1423,133961
Elena,Oprea,6010704238925,1424,758929
Gabriela,Popa,2730226047851,1425,216447
Catalin,Oprea,1820516169696,1426,371501
Alexandru,Stancu,1800605232177,1427,666379
Doru,Ionescu,1920202080525,1428,539198
Eugen,Mihai,1830907411613,1429,773063
Valentin,Dumitrache,1570516010121,1430,104524
Maria,Popescu,2710311137937,1431,730057
Maria,Ionita,2731107036472,1432,714248
Corina,Constantin,2870821242015,1433,074536
Mihaela,Stancu,2590318122932,1434,406750
Elena,Stoica,2720310093821,1435,331913
Iulian,Mihai,1860306367659,1436,339286
Iulia,Dobre,2590121207869,1437,289752
Catalin,Popescu,1671111242694,1438,211212
Gabriel,Ionescu,1761121049931,1439,579046
Iulian,Mihai,1700428250851,1440,856233
Florin,Tudor,1880616347171,1441,508681
Doru,Stoica,1980810083708,1442,430008
George,Tudor,1830822179101,1443,331161
Ana,Barbu,2841231247639,1444,250854
Mihaela,Dragomir,2790105368597,1445,820554
Ana,Dumitrache,2720510421601,1446,481850
Gabriel,Gheorghe,1610321123243,1447,657394
Marius,Oprea,1830204041787,1448,646094
Simona,Radu,2860115213279,1449,054605
Ana,Dumitrache,2630123222672,1450,258637
Valentin,Oprea,1630324364782,1451,238090
Daniela,Dumitru,2920902420404,1452,729633
Alexandru,Ionita,5030510261352,1453,549424
Laura,Vasile,2770415020266,1454,917699
Gabriel,Ionita,1911007398976,1455,103618
Gabriela,Gheorghe,2891123254005,1456,404115
George,Gheorghe,1570423133541,1457,083027
Liliana,Mihai,2640802343665,1458,289238
Florin,Barbu,1830810205887,1459,123719
Mihaela,Dobre,2630616369098,1460,850942
Cristina,Popa,2650420418092,1461,246069
Florin,Radu,1710519153982,1462,865765
Mihaela,Dumitrache,2881231108744,1463,809532
Alexandru,Dumitru,1590128419620,1464,483884
Daniel,Dumitrache,1911212223161,1465,407567
Cristina,Dobre,2950918252618,1466,662611
Ion,Stancu,1760721194176,1467,860727
Alexandru,Mihai,1621005395915,1468,399208
Daniela,Georgescu,2570604389530,1469,241271
Gabriela,Dinu,2710402389857,1470,817386
Octavian,Radu,1870108319249,1471,195022
Catalin,Dragomir,1961208027225,1472,013366
Cristina,Dumitrache,2820128227231,1473,383672
Dragos,Ionescu,1680424384730,1474,124266
Costel,Radu,1760605135955,1475,262905
Marius,Constantin,5010828134345,1476,627734
Ana,Dragomir,2800731371305,1477,419476
Doru,Stancu,1780206207526,1478,793061
Eugen,Gheorghe,1600514116032,1479,080679
Victor,Oprea,1811126119378,1480,614346
Iulian,Dobre,1810108208799,1481,101039
Ion,Dumitru,1741102148569,1482,819453
Ion,Stoica,1840318415965,1483,181047
George,Dumitrache,1830321211182,1484,042294
Liliana,Gheorghe,2940724396669,1485,834996
Marius,Ionescu,1620331387159,1486,254576
Eugen,Georgescu,1670721289301,1487,889434
Octavian,Stancu,1690127400751,1488,592300
Gabriel,Dragomir,1570315232137,1489,926898
Iulian,Oprea,1910702060803,1490,412108
Daniel,Ionescu,1970626225586,1491,112782
Cristian,Constantin,1970310294224,1492,194836
Viorica,Ionescu,2880723369051,1493,765282
Octavian,Georgescu,1780708121705,1494,126082
Elena,Dumitrache,2760328131237,1495,728307
Iulian,Barbu,1620414417962,1496,647493
Doru,Mihai,1840826398989,1497,507846
Liliana,Dinu,2630111320365,1498,702216
Mihaela,Dobre,2930603057099,1499,074643
Elena,Ionescu,2880325096512,1500,743393
Stefan,Ionita,1780721093117,1501,464650
Octavian,Vasile,1571026324902,1502,278903
Victor,Dragomir,1731127287794,1503,715288
Simona,Oprea,2980118258200,1504,289082
Alina,Popescu,2810731065705,1505,388919
Laura,Gheorghe,2580428056217,1506,377243
Octavian,Dumitrache,5031226218481,1507,235998
Ana,Tudor,2800706282024,1508,625241
Iulian,Tudor,5041116158354,1509,234448
Raluca,Stoica,2590805420806,1510,137411
Ion,Dinu,1870626170646,1511,570725
Elena,Radu,2740907191988,1512,141723
Gabriel,Georgescu,1980807217071,1513,475049
Dragos,Dumitru,1920704064961,1514,618474
Iulian,Dobre,1660506328306,1515,311703
Costel,Ionescu,1720120101311,1516,107759
Ana,Vasile,2640215318701,1517,535120
Corina,Mihai,2830427025980,1518,689817
Andreea,Gheorghe,2971012240885,1519,104568
Liliana,Popa,2740113221119,1520,582232
Catalin,Mihai,1961013358139,1521,987012
Mihaela,Popa,2820114335065,1522,605639
Daniel,Mihai,1780822115332,1523,371440
Cristian,Constantin,1851207304133,1524,689420
Mihaela,Tudor,2880315374694,1525,214259
Doru,Tudor,1880831168560,1526,207049
Ion,Dinu,1640504400721,1527,962562
Cristina,Dinu,2950109306056,1528,894284
Corina,Dumitrache,2910921262231,1529,603334
Catalin,Dumitrache,1570816268931,1530,634222
Alexandru,Vasile,5010504309330,1531,240259
Adrian,Dumitrache,1841220370245,1532,618320
Catalin,Ionita,1921009071047,1533,115060
Adrian,Ionita,1561129152691,1534,491151
Gabriela,Tudor,2990620034201,1535,360377
Valentin,Vasile,1610518243040,1536,044042
Eugen,Georgescu,1760719277151,1537,262399
Doru,Popescu,1680510222007,1538,769088
Gabriela,Dumitrache,2940617179854,1539,571538
Laura,Stoica,2680121218890,1540,035740
Dragos,Dumitru,5020216131118,1541,029354
Daniel,Stancu,1590902083351,1542,361617
Adrian,Vasile,1560404397887,1543,875815
Corina,Stoica,2980712212425,1544,362744
Andreea,Popa,2970223311577,1545,535081
Elena,Stancu,2570411023954,1546,540677
Daniela,Dragomir,2631123229502,1547,900622
Marius,Constantin,1630307029331,1548,262740
Iulian,Ionescu,5030119416899,1549,269924
Doru,Dumitrache,1790824210307,1550,661027
Daniel,Tudor,1990512067586,1551,686179
Dragos,Radu,1720415285281,1552,765836
Laura,Mihai,2680823093971,1553,700944
Stefan,Vasile,1850717218400,1554,555300
Ioana,Dinu,2841210066137,1555,017762
Liliana,Gheorghe,2740306357773,1556,012936
Elena,Dobre,2700815266326,1557,189055
Florin,Dragomir,1570629174896,1558,121508
Raluca,Georgescu,2771210240796,1559,965432
Daniel,Dumitrache,1610529407134,1560,050380
Cristina,Gheorghe,2721219135957,1561,286618
Iulian,Dragomir,1800616205638,1562,635801
Dragos,Dragomir,1780506391999,1563,723059
Elena,Stoica,2661018413721,1564,793381
Marius,Stancu,1860623388392,1565,988302
Roxana,Constantin,2690301387282,1566,100764
Costel,Constantin,1890227133022,1567,436687
Mihai,Constantin,1981207426761,1568,493942
Laura,Popa,6010103075247,1569,059955
Ion,Popa,5040511071554,1570,751621
Ion,Dragomir,1900305329252,1571,056570
Catalin,Barbu,1830818380217,1572,766360
Simona,Popa,2620620015083,1573,907427
Simona,Georgescu,2770208212697,1574,672540
Ioana,Popescu,2650820422720,1575,571229
Diana,Ionescu,2681218247557,1576,176808
Simona,Dragomir,2900314129321,1577,955177
George,Ionita,5030217285993,1578,406690
Roxana,Constantin,2801201215984,1579,072529
Cristian,Stancu,5000311035659,1580,365106
Marius,Constantin,1920615125689,1581,110550
Octavian,Oprea,1801222195568,1582,696482
Andreea,Dragomir,2711124408962,1583,388224
Adrian,Mihai,1971215409949,1584,892516
Mihaela,Ionescu,6000529027539,1585,730493
Victor,Gheorghe,1640223057893,1586,557249
Octavian,Georgescu,1730201393841,1587,601177
Mihai,Dumitru,1780410084868,1588,335837
Stefan,Ionescu,1691023083091,1589,581416
Diana,Oprea,2720205309639,1590,997061
Laura,Dumitru,2720827358561,1591,772107
Maria,Stoica,2890305420671,1592,625795
Diana,Tudor,2651111143111,1593,538232
Simona,Gheorghe,2880904300817,1594,169174
Eugen,Stoica,1890620407713,1595,989979
Catalin,Georgescu,1720416225821,1596,602778
Marius,Vasile,1670924347307,1597,231096
Corina,Popescu,2690818309491,1598,830004
Daniela,Tudor,2980125157754,1599,365074
Cristina,Dumitrache,2830725165349,1600,939505
Andreea,Popescu,2610505255461,1601,810679
Doru,Constantin,1690725176887,1602,502020
Raluca,Radu,2600219066960,1603,842361
Catalin,Radu,1790528226727,1604,953283
Roxana,Georgescu,2810718068821,1605,896658
Marius,Mihai,1630516369463,1606,863542
Viorica,Gheorghe,2830716160822,1607,151893
Gabriela,Vasile,2830320143377,1608,782118
Catalin,Stoica,1860606117902,1609,379984
Liliana,Dragomir,2570503228235,1610,565374
Ion,Dumitru,1840202404565,1611,817063
Roxana,Georgescu,2950625109405,1612,381075
Alina,Dragomir,6010423152181,1613,194574
Marius,Dumitru,5040521317411,1614,364631
Dragos,Oprea,1620417404079,1615,423369
Mihaela,Ionescu,2680518268932,1616,283114
Victor,Popescu,1950102283045,1617,964158
Iulian,Stancu,1770711128941,1618,773930
Corina,Dragomir,2751209383819,1619,630695
Daniela,Ionita,2840510156353,1620,016073
Costel,Barbu,1930409173178,1621,074094
Gabriela,Stancu,2660503342282,1622,286918
Roxana,Popa,2680124106228,1623,494434
Ana,Ionita,2940105242003,1624,819455
Iulian,Dumitrache,1670519105405,1625,987365
Elena,Dinu,2770409267449,1626,405915
Alexandru,Oprea,5011011332110,1627,310526
Raluca,Barbu,2920417204881,1628,552399
Mihaela,Dinu,2690215264336,1629,940554
Valentin,Stoica,1660304360641,1630,947589
Corina,Dumitru,2571216194369,1631,058796
Dragos,Oprea,1711231034204,1632,323567
Stefan,Stancu,1700411331816,1633,207547
Stefan,Ionita,1790413380061,1634,725153
Catalin,Dumitru,1720726401479,1635,616461
Diana,Dumitru,2960811328625,1636,443212
Laura,Constantin,2780127205014,1637,443401
Cristian,Ionita,1970215427084,1638,207167
Dragos,Dumitru,1880814073545,1639,736442
Daniela,Dragomir,2650906208348,1640,522991
Valentin,Georgescu,5001003397158,1641,766712
Mihaela,Dinu,2811204380266,1642,468029
Cristian,Gheorghe,1550920237010,1643,816953
Stefan,Georgescu,1620216049327,1644,564991
Elena,Constantin,2791110022491,1645,499190
Gabriel,Ionita,5001122064601,1646,776057
Maria,Ionita,2851218266814,1647,012642
Mihaela,Gheorghe,2810218230690,1648,363730
Doru,Barbu,1640314220194,1649,719467
Viorica,Radu,2621230182480,1650,801278
Iulian,Oprea,5020303092610,1651,056746
Elena,Mihai,6000520410161,1652,793582
Ioana,Radu,2991125202349,1653,600546
Stefan,Dinu,1640305428179,1654,106610
Iulia,Dumitrache,2840814233309,1655,340406
Maria,Mihai,2971112175252,1656,530158
Costel,Gheorghe,5020319384188,1657,111279
Gabriela,Dumitru,2690525139124,1658,372223
Mihai,Vasile,1830215411976,1659,124844
Catalin,Dobre,1820616360983,1660,904689
Raluca,Stoica,2630311100174,1661,912240
Andreea,Dumitrache,2790512220953,1662,233522
Iulia,Dinu,2840714201651,1663,065031
Mihaela,Georgescu,2741207142823,1664,895365
Elena,Gheorghe,2880418304302,1665,904348
Eugen,Dumitru,1800320142280,1666,538339
Catalin,Dragomir,1580419128622,1667,241231
Diana,Dobre,2780820114961,1668,876323
Valentin,Stancu,1550726130831,1669,816480
Ion,Constantin,1930130264813,1670,429010
Ioana,Mihai,2931205402851,1671,734916
Roxana,Tudor,2670326236683,1672,966599
Ioana,Barbu,2970602029058,1673,959512
Daniel,Dinu,1970316348904,1674,242171
Viorica,Dragomir,6000313064672,1675,226136
Costel,Stancu,1940206340033,1676,057561
Simona,Stoica,2830221310706,1677,469591
Simona,Ionita,2640322148641,1678,671957
Stefan,Barbu,1640813013551,1679,522271
Mihaela,Barbu,2910129405567,1680,496700
Viorica,Dobre,6001204301604,1681,627522
Mihaela,Radu,2860317155050,1682,255014
Dragos,Dumitrache,5010128241768,1683,590025
Eugen,Ionita,1891024180459,1684,729575
Florin,Dumitrache,1580706303764,1685,749586
Roxana,Dragomir,6020204377601,1686,182318
Raluca,Popa,2840915390922,1687,767024
Doru,Gheorghe,1841224302409,1688,529096
Stefan,Dobre,1840611368358,1689,019915
Octavian,Popa,1790908022417,1690,434135
Alexandru,Barbu,1680215349685,1691,491025
Cristina,Dragomir,2611004276011,1692,250208
Alexandru,Popa,1701116345830,1693,612832
Catalin,Oprea,1570221326669,1694,312202
Roxana,Mihai,2921009397865,1695,061282
Doru,Radu,1950723326346,1696,732451
Victor,Barbu,1690523250410,1697,742175
Gabriela,Ionita,2601107387844,1698,549994
Alexandru,Dobre,1580525238980,1699,649713
Gabriela,Barbu,2740221379636,1700,456396
Simona,Ionescu,2550104100452,1701,357781
Ana,Gheorghe,2910617310293,1702,754323
Daniel,Barbu,1920505105917,1703,580703
Florin,Popa,1850518025281,1704,231795
Iulia,Ionita,2730426088147,1705,756746
Costel,Gheorghe,1901224285807,1706,860930
Catalin,Popescu,1560214083262,1707,698993
Gabriel,Popescu,1961111054283,1708,725895
Mihaela,Popa,2800214395429,1709,646969
Alexandru,Barbu,1680119142277,1710,283955
Corina,Dumitrache,2880117020433,1711,226499
Dragos,Dumitru,1900623409486,1712,349277
Ion,Ionescu,5010617138398,1713,830819
Alina,Dobre,2740802218162,1714,539256
Ioana,Popa,2941007368516,1715,153138
Simona,Barbu,2881112024649,1716,232867
Dragos,Barbu,5010308121810,1717,613184
Diana,Dobre,2590225158787,1718,909661
Andreea,Popa,2951202319863,1719,837585
Alina,Vasile,2751114022789,1720,148868
Roxana,Stoica,2740417043451,1721,297489
Octavian,Ionescu,1720616375107,1722,336990
Victor,Mihai,5020906019201,1723,953585
Iulia,Georgescu,2660324187712,1724,105068
Valentin,Constantin,1940604365589,1725,516353
Simona,Vasile,2631221051664,1726,896261
Iulia,Ionita,2821008222298,1727,774398
Adrian,Dragomir,1980730178795,1728,366050
Florin,Oprea,1700504061407,1729,744876
Cristina,Dinu,2921122319508,1730,306049
Cristina,Popescu,2631121127146,1731,396738
Marius,Barbu,1670309308423,1732,688018
Victor,Georgescu,1900220028981,1733,620995
Doru,Tudor,1821028375981,1734,755969
Stefan,Popescu,1570504088214,1735,767237
Victor,Oprea,1571010271202,1736,182664
Corina,Constantin,6000413281252,1737,661303
Simona,Radu,2690701363891,1738,455278
Costel,Dumitrache,1601027366181,1739,350831
Elena,Oprea,6040722425593,1740,846438
Roxana,Dragomir,2551218147359,1741,791457
Iulian,Dinu,1690421336340,1742,544993
Viorica,Ionita,2880525172741,1743,417001
Costel,Gheorghe,5041223245391,1744,966810
Alina,Georgescu,2750225015691,1745,580524
Florin,Vasile,1560521175771,1746,987547
Ana,Dobre,2911231029120,1747,123106
Florin,Georgescu,1871017019990,1748,952596
Iulian,Oprea,1900817157146,1749,121877
Octavian,Vasile,1941130395361,1750,146657
Octavian,Dragomir,1990717237074,1751,304280
Roxana,Mihai,2550913274078,1752,633301
Laura,Dumitru,2760216152941,1753,574473
Elena,Georgescu,2720210330986,1754,700502
Andreea,Dinu,2930406395697,1755,377567
Daniela,Dumitru,2650427315261,1756,390394
Diana,Popescu,2570617026734,1757,911120
Gabriel,Dinu,5020813114921,1758,986070
Ion,Mihai,1871221344053,1759,481895
Raluca,Stoica,2701017094015,1760,249235
Eugen,Dinu,1740913262010,1761,216182
Ana,Popa,2820114185193,1762,270352
Corina,Dobre,2960415053761,1763,732571
Marius,Dinu,1790615417755,1764,440247
Ana,Radu,2810903065391,1765,936092
Laura,Vasile,2730218221812,1766,288248
Stefan,Dragomir,1710226303607,1767,573015
Stefan,Dobre,1641127417890,1768,675312
Valentin,Dumitru,1550708013857,1769,150021
Alexandru,Dobre,1800728195465,1770,095938
Alexandru,Dumitru,5010201079072,1771,156410
Ion,Dobre,1671223402391,1772,311583
Raluca,Popa,2850828265421,1773,099365
Elena,Dumitrache,2760114247252,1774,558073
Dragos,Dragomir,1690420011447,1775,021745
Adrian,Georgescu,1840314197698,1776,595451
Stefan,Constantin,1911104097423,1777,748575
Andreea,Stancu,2760626300502,1778,683042
Ioana,Dumitru,2971228401659,1779,287122
Corina,Dinu,2760510042338,1780,154175
Corina,Dobre,2910212418956,1781,748155
Corina,Gheorghe,2740227161957,1782,528221
Gabriela,Constantin,2600528090391,1783,803261
Valentin,Ionescu,1550411039284,1784,039740
Daniela,Constantin,2900902329872,1785,199347
Doru,Gheorghe,1580730420899,1786,655707
Andreea,Mihai,2791114400263,1787,055350
Mihai,Dobre,1640206174579,1788,298185
Laura,Gheorghe,2970227295392,1789,774020
Doru,Georgescu,1760814281772,1790,134713
Gabriela,Mihai,2731126385639,1791,828885
Octavian,Ionescu,1560118153166,1792,625359
Valentin,Dumitrache,1670204245265,1793,782706
Adrian,Gheorghe,1630203400113,1794,817641
Alexandru,Ionita,1870629128871,1795,375458
Octavian,Vasile,1970418288748,1796,040866
Roxana,Barbu,2640514265773,1797,345899
Mihaela,Constantin,2670724247390,1798,035208
Roxana,Tudor,2940430148089,1799,253171
George,Gheorghe,1910121197462,1800,636586
Octavian,Stoica,1980221255369,1801,235489
Cristina,Popa,2920926064965,1802,244596
Eugen,Dobre,1651015100970,1803,250203
Florin,Stoica,1790901315751,1804,689261
Elena,Dobre,6040312271278,1805,938188
Elena,Stoica,2940126404633,1806,382207
Viorica,Oprea,2700128260040,1807,241763
Mihai,Constantin,1870606176101,1808,745702
Octavian,Ionescu,1970617019875,1809,040016
Elena,Ionescu,2640608285208,1810,170519
Viorica,Gheorghe,2600330406471,1811,520653
Eugen,Popa,1610421281882,1812,055901
Cristina,Constantin,2940212334398,1813,423362
Florin,Gheorghe,1570203086153,1814,821911
Corina,Stoica,2610930070932,1815,705282
Octavian,Stancu,1590930174431,1816,955572
Alina,Oprea,6021109359943,1817,536224
Catalin,Mihai,1650906121968,1818,901313
Elena,Dobre,2670309413681,1819,510178
Viorica,Barbu,2940509186465,1820,197485
Mihai,Mihai,1980905041205,1821,175229
Catalin,Popescu,1850408323450,1822,932849
Cristina,Popa,2931210202071,1823,608244
Adrian,Gheorghe,1740314028292,1824,607296
Octavian,Tudor,5020512379997,1825,496427
Mihaela,Dobre,6001225355636,1826,023078
Gabriela,Mihai,2851029358711,1827,541493
Maria,Dumitru,2740807251840,1828,527395
Doru,Oprea,1910703034721,1829,562311
Simona,Oprea,2970830313190,1830,135540
Cristina,Constantin,2820726199940,1831,222789
Laura,Ionescu,2840709385199,1832,507328
Corina,Gheorghe,2680217410621,1833,085882
Corina,Stancu,2700116426024,1834,621347
Victor,Dumitrache,1751105249617,1835,282282
Catalin,Constantin,1690515153809,1836,386679
Viorica,Stancu,2580617345149,1837,108580
Mihai,Vasile,1750611200787,1838,257084
Marius,Constantin,1650211243086,1839,002976
Dragos,Popescu,1810104086128,1840,430245
Stefan,Dumitrache,1980406392623,1841,385222
Diana,Dragomir,2680203193201,1842,625176
Eugen,Ionescu,5010316264465,1843,141670
Laura,Ionescu,2710308167799,1844,714758
Iulia,Gheorghe,2610824206431,1845,595682
Roxana,Georgescu,2630818077867,1846,700124
Roxana,Georgescu,2971117309980,1847,286354
Viorica,Dumitrache,2900522310226,1848,233149
Simona,Ionescu,2770809340862,1849,202785
Florin,Tudor,1780627320520,1850,077749
Viorica,Dinu,2940227332270,1851,326954
Laura,Dobre,2971011345966,1852,250029
Andreea,Gheorghe,2910129106506,1853,941895
Elena,Popa,2860331292758,1854,446232
Liliana,Dinu,2801125298513,1855,416358
Mihai,Dinu,1880415032497,1856,867726
Corina,Oprea,2590730403689,1857,169375
Liliana,Ionita,2591022205742,1858,517057
Victor,Constantin,5000203125193,1859,562085
Raluca,Vasile,2851101418441,1860,458459
Elena,Dragomir,2990729097194,1861,431012
Raluca,Georgescu,2890126140451,1862,909151
Octavian,Ionita,1850530423314,1863,815449
Ion,Barbu,1930501362962,1864,498324
Stefan,Stoica,1620217241797,1865,808863
Mihaela,Tudor,2650312358253,1866,753726
